8.89381e-01 1.10619e-01 0.00000e+00
9.32743e-01 6.72566e-02 0.00000e+00
9.46018e-01 5.39823e-02 0.00000e+00
8.92920e-01 1.07080e-01 0.00000e+00
6.46903e-01 3.53097e-01 0.00000e+00
6.00885e-01 3.99115e-01 0.00000e+00
5.52212e-01 4.47788e-01 0.00000e+00
6.76106e-01 3.23894e-01 0.00000e+00
5.70796e-01 4.29204e-01 0.00000e+00
5.15044e-01 4.84956e-01 0.00000e+00
6.06195e-01 3.93805e-01 0.00000e+00
9.00000e-01 1.00000e-01 0.00000e+00
3.66372e-01 6.33628e-01 0.00000e+00
9.89381e-01 1.06195e-02 0.00000e+00
9.46903e-02 5.04425e-02 8.54867e-01
9.11504e-01 8.84956e-02 0.00000e+00
9.69912e-01 3.00885e-02 0.00000e+00
2.27434e-01 7.72566e-01 0.00000e+00
9.95575e-01 4.42478e-03 0.00000e+00
8.53097e-01 1.46903e-01 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00
8.44248e-01 1.55752e-01 0.00000e+00
9.19469e-01 8.05310e-02 0.00000e+00
6.40708e-01 3.59292e-01 0.00000e+00
9.92035e-01 7.96460e-03 0.00000e+00
2.86726e-01 7.13274e-01 0.00000e+00
9.18584e-01 8.14159e-02 0.00000e+00
9.99115e-01 8.84956e-04 0.00000e+00
9.65487e-01 3.45133e-02 0.00000e+00
9.70796e-01 2.92035e-02 0.00000e+00
8.73451e-01 1.26549e-01 0.00000e+00
8.95575e-01 1.04425e-01 0.00000e+00
4.37168e-01 5.62832e-01 0.00000e+00
3.48673e-01 6.51327e-01 0.00000e+00
3.36283e-01 6.63717e-01 0.00000e+00
0.00000e+00 2.39823e-01 7.60177e-01
