8.80032e-01 1.19968e-01 0.00000e+00
9.32123e-01 6.78769e-02 0.00000e+00
9.79479e-01 2.05209e-02 0.00000e+00
9.02131e-01 9.78690e-02 0.00000e+00
6.85872e-01 3.14128e-01 0.00000e+00
4.64088e-01 5.35912e-01 0.00000e+00
7.03236e-01 2.96764e-01 0.00000e+00
8.72139e-01 1.27861e-01 0.00000e+00
6.51144e-01 3.48856e-01 0.00000e+00
8.70560e-01 1.29440e-01 0.00000e+00
5.44594e-01 4.55406e-01 0.00000e+00
8.90292e-01 1.09708e-01 0.00000e+00
2.63615e-01 7.36385e-01 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00
5.13023e-02 2.00474e-01 7.48224e-01
9.85004e-01 1.49961e-02 0.00000e+00
9.66851e-01 3.31492e-02 0.00000e+00
3.85162e-01 6.14838e-01 0.00000e+00
9.87372e-01 1.26283e-02 0.00000e+00
8.46882e-01 1.53118e-01 0.00000e+00
6.58248e-01 3.41752e-01 0.00000e+00
7.54538e-01 2.45462e-01 0.00000e+00
9.61326e-01 3.86740e-02 0.00000e+00
5.98264e-01 4.01736e-01 0.00000e+00
9.99211e-01 7.89266e-04 0.00000e+00
3.25178e-01 6.74822e-01 0.00000e+00
9.73954e-01 2.60458e-02 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00
9.48698e-01 5.13023e-02 0.00000e+00
7.92423e-01 2.07577e-01 0.00000e+00
9.88161e-01 1.18390e-02 0.00000e+00
8.01105e-01 1.98895e-01 0.00000e+00
3.88319e-01 6.11681e-01 0.00000e+00
2.02841e-01 7.97159e-01 0.00000e+00
0.00000e+00 2.54933e-01 7.45067e-01
